ric,adv,market cap
000881.SZ,12.40361794,1143.315566
000882.SZ,10.04338713,1335.934143
000883.SZ,6.786840879,4528.990633
000885.SZ,19.59605305,1123.656865
000886.SZ,6.389727384,806.2962443
000887.SZ,26.34468094,4319.158404
000888.SZ,6.49759686,1006.137612
000889.SZ,22.19425558,1526.62469
000890.KS,0.735340962,107.0091813
000890.SZ,42.38446844,671.7437886
000892.SZ,11.26238467,952.0162975
000893.SZ,17.00061521,1324.767667
000895.SZ,27.65732306,10941.92863
000897.SZ,11.27824295,1061.186606
000898.SZ,17.89091494,4690.308466
000899.SZ,5.881683634,1333.628162
000900.SZ,11.32981618,1223.471529
000901.SZ,18.27484799,1655.842827
000902.SZ,16.54463207,2227.904992
000903.SZ,8.769713258,948.4159959
000905.SZ,33.637703,891.7987585
000906.SZ,8.419067548,804.185471
000908.SZ,6.499506117,1517.769343
000909.SZ,16.84896247,751.7008508
000910.KS,0.196210825,54.33515043
000910.SZ,16.66894236,1570.732966
000911.SZ,16.56516726,1036.00388
000912.SZ,41.57012978,1165.359265
000913.SZ,11.57021568,1268.608785
000915.SZ,20.86458596,1293.326024
000916.SZ,0,818.0745809
000917.SZ,38.74580545,3340.148083
000918.SZ,62.9082487,2495.365056
000919.SZ,6.55672117,1060.481576
000920.SZ,10.09312159,1024.836698
000921.SZ,19.36730729,1884.998194
000922.SZ,57.60813219,972.394767
000923.SZ,7.560966482,599.3807045
000925.SZ,34.40337235,1152.464978
000926.SZ,24.48371622,1767.93271
000927.SZ,34.68685407,1267.784539
000928.SZ,84.75010256,1556.686959
000929.SZ,24.53929359,524.5460564
000930.SZ,32.62686014,1626.810061
000931.SZ,11.36797528,844.8149517
000932.SZ,26.00774244,2334.473028
000935.SZ,88.46225043,3279.172046
000936.SZ,22.54716315,1386.130248
000937.SZ,36.5150998,3459.613248
000938.SZ,21.96365343,9458.018636
000939.SZ,18.72741956,2104.728581
000948.SZ,12.79720243,711.6118374
000949.SZ,17.93614185,953.1771468
000950.KS,0.065037098,53.63526138
000950.SZ,10.19409087,778.7506824
000951.SZ,12.49489326,1386.313866
000952.SZ,27.10328188,772.3487114
000953.SZ,89.12755771,653.8604683
000955.SZ,11.81719577,643.8289344
000957.SZ,29.33750576,1606.86155
000958.SZ,10.89560061,1219.799844
000959.SZ,38.05702579,4983.736054
000960.SZ,133.3433466,3093.054265
000961.SZ,77.9525981,5092.692859
000962.SZ,8.119615943,715.6648447
000963.SZ,24.63365063,5230.47052
000965.SZ,10.70990257,1032.457573
000966.SZ,5.142980456,1042.606413
000967.SZ,11.66039815,1683.889424
000968.SZ,10.36946418,777.9798714
000969.SZ,14.08691556,1839.640581
000970.KS,0.207535711,190.7317583
000970.SZ,80.66121862,2600.99854
000971.SZ,19.06625555,1931.43977
000972.SZ,24.37852192,752.871215
000973.SZ,17.98547022,1231.050585
000975.SZ,0,2392.285503
000976.SZ,10.37715095,2225.795339
000977.SZ,88.8497912,3506.823839
000978.SZ,7.710025676,620.1754671
000979.SZ,19.90811877,2421.387105
000980.SZ,30.6912247,1013.152863
000981.SZ,13.46761848,3735.245779
000982.SZ,10.38446671,1455.873241
000983.SZ,81.54905,4674.364411
000985.SZ,13.80463744,532.9405122
000987.SZ,0,4751.368007
000988.SZ,32.77488433,2236.365189
000989.SZ,5.466707651,3149.564809
000990.KS,5.068902917,670.80524
000990.SZ,10.61174578,991.2317178
000993.SZ,29.72954574,599.4927675
000995.SZ,10.01642263,422.4685118
000996.SZ,53.83315109,799.0091272
000997.SZ,21.48252845,2588.099406
000998.SZ,26.6195855,3610.084813
000999.SZ,14.56921011,3800.474351
001000.KQ,0.341720928,50.29540697
001020.KS,1.717377375,111.7519012
001040.KS,7.617479507,4773.801838
001060.KS,37.38291094,841.4101912
001070.KS,0.114384541,60.10066207
001080.KS,0.040065856,66.78893241
001120.KS,4.799436621,965.2724592
001130.KS,0.16685366,259.4534242
001140.KS,1.072857797,21.46172033
001200.KS,0.475992092,213.7734646
001210.KS,0.06193409,59.72462287
001230.KS,1.533687475,674.7565487
001250.KS,9.957450168,199.4212597
001260.KS,0.229838325,71.1826224
001270.KS,0.059644309,232.9862091
001290.KS,0.062606733,54.26276584
001340.KS,0.700570447,73.66178345
001360.KS,0.810213567,33.95382106
001380.KS,1.212433154,115.9844139
001390.KS,0.356288798,143.1842369
001420.KS,6.778738557,27.87658866
001430.KS,0.935655975,744.5141199
001440.KS,1.093236296,1441.88633
001450.KS,14.44472458,2834.666481
001460.KS,0.042215303,276.0670768
001470.KS,2.478696946,52.26663035
001500.KS,0.445550213,246.4357245
001510.KS,1.725236715,304.5826945
001520.KS,2.395302723,688.7031145
001530.KS,0.133204252,121.8792054
001540.KQ,0.4452742,154.7238004
001550.KS,0.306323291,51.14082566
001560.KS,0.034055609,56.52428014
001570.KS,0.800806232,111.5641446
001620.KS,0.324125219,53.86768207
001630.KS,1.234268995,289.7338512
001680.KS,3.134424482,855.7556121
001696.SZ,25.42050363,1720.435912
001720.KS,0.171272357,692.3124872
001740.KS,7.955178756,1439.228649
001750.KS,0.068886344,86.30732312
001770.KS,3.695582514,38.15005801
001780.KS,1.6132392,302.9302914
001790.KS,0.070089594,195.1267341
001800.KS,10.14584291,3825.951771
001810.KQ,0.177919152,66.91012596
001820.KS,1.383991028,93.39459705
001840.KQ,0.560184855,53.47024817
001880.KS,0.089161604,231.7198079
001896.SZ,17.59777483,1227.06546
001940.KS,0.130372495,198.8804435
001979.SZ,91.01838678,19568.22082
002000.KS,0.02181223,242.1082957
002001.SZ,44.41486278,3569.304969
002003.SZ,4.810572728,1009.908112
002004.SZ,29.96224687,2922.370081
002005.SZ,21.81649698,1282.763237
002006.SZ,7.782369638,831.5416624
002007.SZ,36.42821304,4957.706488
002008.SZ,54.18717295,3575.530098
002009.SZ,27.72985776,878.456021
002010.SZ,11.45463484,9525.717729
002011.SZ,8.913540783,1441.702449
002012.SZ,17.44298909,672.281858
002014.SZ,4.05281398,829.7199214
002015.SZ,10.24204962,567.2092953
002016.SZ,26.38240501,1312.324268
002017.SZ,9.942263017,775.8982208
002018.SZ,30.31119961,2999.306813
002019.SZ,25.99484294,2413.610913
002020.KS,1.893669895,553.6482798
002020.SZ,13.1590934,1154.529646
002021.SZ,8.97340177,865.1059867
002022.SZ,28.42737969,1665.761072
002023.SZ,17.99197728,1793.248414
002024.SZ,70.20204406,15443.74676
002025.SZ,0,1594.06656
002026.SZ,6.988699778,768.7257818
002027.SZ,19.02661526,20766.71081
002028.SZ,12.80985981,1248.762232
002029.SZ,13.68745143,1187.785458
002030.KS,0.172654361,191.1204543
002030.SZ,35.42607409,2862.526761
002031.SZ,12.56722676,1216.1391
002032.SZ,4.819549156,3409.461157
002033.SZ,38.04287802,986.6123255
002034.SZ,1.040448466,578.7601115
002035.SZ,13.97097101,1392.340473
002036.SZ,42.91162655,2120.917407
002037.SZ,12.46536637,839.9130014
002038.SZ,20.75978529,3080.176647
002039.SZ,10.68629906,774.5406135
002040.SZ,11.25409038,557.2262404
002041.SZ,7.587197736,2249.988941
002042.SZ,19.07025894,1489.877455
002043.SZ,52.02146706,1637.223962
002044.SZ,40.89302379,4905.87776
002045.SZ,23.51384952,832.3449417
002046.SZ,8.951341961,616.8182618
002047.SZ,34.4996756,2261.025881
002048.SZ,37.20921843,1874.184323
002049.SZ,25.02735039,3232.771522
002050.SZ,37.61646497,2828.959568
002051.SZ,31.17214091,3171.028648
002052.SZ,54.57230369,1308.913484
002053.SZ,0,1180.972047
002054.SZ,21.86395312,733.1393297
002055.SZ,0,2123.057856
002056.SZ,24.45957011,1775.220808
002057.SZ,26.14337953,451.8639714
002058.SZ,7.065708218,521.3880157
002059.SZ,0,922.3940858
002060.SZ,15.46598754,725.9415691
002061.SZ,0,597.1359294
002062.SZ,10.53384856,1279.387045
002063.SZ,16.23932706,1233.357675
002064.SZ,6.527691296,1176.892611
002065.SZ,32.56213209,4988.456179
002066.SZ,15.69291062,559.6263584
002067.SZ,21.38006993,1171.070682
002068.SZ,8.074344756,658.8106676
002069.SZ,7.349872318,1154.447169
002070.KS,0.030312456,50.62249566
002070.SZ,44.06230812,1625.168317
002071.SZ,0,1056.763375
002072.SZ,30.45224398,665.1351391
002073.SZ,30.34008064,1517.452248
002074.SZ,31.11081725,4485.18977
002075.SZ,0,5245.308979
002076.SZ,7.794218389,817.1193948
002077.SZ,7.086005027,1618.188175
002078.SZ,36.59830135,2580.808202
002079.SZ,34.13467728,1160.349131
002080.SZ,9.136294768,2099.683977
002081.SZ,58.78409915,4443.256175
002082.SZ,58.56634895,849.9623999
002083.SZ,10.96285596,943.8947839
002084.SZ,17.61639891,792.6105023
002085.SZ,45.97458625,5793.500084
002086.SZ,13.84091301,1043.429275
002087.SZ,11.11530909,831.0179908
002088.SZ,6.842876969,637.2235488
002089.SZ,21.78087185,1713.801678
002090.SZ,10.73741892,917.0491136
002091.SZ,19.75937938,1138.590521
002092.SZ,79.77511833,3288.401676
002093.SZ,12.36432783,1423.40642
002094.SZ,0,1425.120231
002095.SZ,44.92920309,1950.76483
002096.SZ,5.912806249,844.1949218
002097.SZ,20.60195545,1092.575569
002098.SZ,15.94862905,669.3463484
002099.SZ,11.7776563,2373.649147
002100.KS,3.66079842,110.3121069
002100.SZ,9.246610228,1367.963812
002101.SZ,19.86751903,796.5232401
002102.SZ,52.6125052,1943.80357
002103.SZ,5.623353577,1276.14395
002104.SZ,21.45620848,1462.378625
002105.SZ,31.86121928,581.3931199
002106.SZ,32.60308224,1351.914938
002107.SZ,4.736176396,822.3783541
002108.SZ,45.07414736,2143.022545
002109.SZ,5.940455329,396.8775712
002110.SZ,10.85280863,1654.762565
002111.SZ,13.48687798,1386.12972
002112.SZ,38.96106367,599.8743715
002113.SZ,130.7913543,1905.696034
002114.SZ,24.47484791,1090.265338
002115.SZ,4.319871267,716.8942509
002116.SZ,5.873640834,839.4807274
002117.SZ,11.39488261,1565.736527
002118.SZ,17.29088279,1610.887998
002119.SZ,9.538731798,638.7976821
002120.SZ,41.97506576,1204.340671
002121.SZ,16.05839535,1711.773153
002122.SZ,73.60906792,1925.141922
002123.SZ,16.85908084,2133.057177
002124.SZ,38.70721683,1234.512495
002125.SZ,16.89373283,715.6578242
002126.SZ,18.20096807,960.1074035
002127.SZ,44.00211114,2889.666087
002128.SZ,39.27948118,2236.398683
002129.SZ,0,3232.238798
002130.SZ,15.46153967,1265.232034
002131.SZ,20.31568375,4084.324849
002132.SZ,17.50752675,1135.968863
002133.SZ,49.40426964,922.3204314
002134.SZ,42.95438872,565.5135553
002135.SZ,9.169846639,996.6749291
002136.SZ,13.03630457,497.4511273
002137.SZ,15.93927321,1296.92138
002138.SZ,24.99913989,1997.133771
002139.SZ,18.67510258,971.6627902
002140.KS,24.08786013,130.0911205
002140.SZ,7.842374456,987.8409739
002141.SZ,47.05450648,1529.182174
002142.SZ,43.29149563,9608.746678
002143.SZ,5.867969301,4168.90563
002144.SZ,12.4542267,598.9476243
002145.SZ,48.08056432,1569.623764
002146.SZ,22.46331722,5148.373719
002147.SZ,7.481427582,3101.924372
002148.SZ,31.76103265,782.4339268
002149.SZ,19.67326927,973.223206
002150.KS,0.184192028,143.0969723
002150.SZ,14.01251222,619.7909141
002151.SZ,14.3118555,2331.034908
002152.SZ,12.2599335,3614.8503
002153.SZ,16.60508393,3893.159975
002154.SZ,29.3652696,881.360028
002155.SZ,30.24187781,2112.728075
002156.SZ,0,1680.830584
002157.SZ,41.87394724,2302.027506
002158.SZ,8.09983788,911.0927721
002159.SZ,8.344207833,545.7192403
002160.SZ,0,1103.347608
002161.SZ,23.72696833,1392.92853
002162.SZ,17.40167893,869.5023518
002163.SZ,15.90032984,952.6153438
002164.SZ,14.61993878,620.9404813
002165.SZ,2.111111079,760.7953527
002166.SZ,11.24874846,762.7712754
002167.SZ,40.84339316,1218.65425
002168.SZ,30.08948661,1712.916775
002169.SZ,8.375071438,1135.473354
002170.KS,0.467589451,129.2731222
002170.SZ,20.55400077,1309.761869
002171.SZ,16.31856016,1171.803906
002172.SZ,10.86890594,1117.824102
002173.SZ,4.10888794,1436.241393
002174.SZ,13.31530362,3429.054721
002175.SZ,0,1970.267185
002176.SZ,31.46485563,2653.752027
002177.SZ,19.35929677,916.9897627
002178.SZ,12.6163716,1009.274091
002179.SZ,24.61584253,3504.801335
002180.SZ,0.797153468,5113.777096
002181.SZ,17.64900035,1319.948469
002182.SZ,26.48572085,1023.21561
002183.SZ,122.9549697,3894.300346
