000007.SZ; Shenzhen Quanxinhao Co Ltd; Shenzhen Stock Exchange; 26.48020167; 889.5464813; 2016-09-30; Both; +ve +ve; -2; 0.239317273938; 0.082487060211; -0.136373447896; -0.692169886999; 0.0112329168367; 0; 1.19236371051; -5.47900914994; -0.701556053274; 7.05226580193; -0.647381968251
000008.SZ; China High Speed Railway Technology Co Ltd; Shenzhen Stock Exchange; 24.80234281; 4098.808525; 2016-09-30; Income Growth; +ve; -; -0.0288270116614; 0.895652951207; -0.600225953887; 1.01114436006; -0.0122129378166; -1; 4.76533537288; 1.61777348383; -0.870988962022; 2.47657586621; 0.911016372692
000009.SZ; China Baoan Group Co Ltd; Shenzhen Stock Exchange; 52.22042869; 3318.19134; 2016-09-30; Income Growth; +ve; -; -0.0135806879647; 0.0252812740829; -0.206419127351; 0.533269769108; 0.0404539788215; -2; 2.25288608887; 0.406060762909; -0.723933830096; -0.805533459998; 7.93131872197
000011.SZ; Shenzhen Properties & Resources Development Group Ltd; Shenzhen Stock Exchange; 60.33438411; 1445.196403; 2016-09-30; Income Growth; +ve; -; -0.104086477989; -0.102515161086; -0.555746665839; 0.484643528688; 0.460950536567; 0; 0.664629153771; -11.0960608634; -0.994771582118; 6.21666033478; -0.503579280586
000016.SZ; Konka Group Co Ltd; Shenzhen Stock Exchange; 10.46251892; 1462.456887; 2016-09-30; Revenue Growth; +ve; -1; 0.324325670621; 0.114052750477; -0.105078227392; -0.0713622261096; 0.119930620666; -; -13.9768954347; -0.47741101245; 1.02083377769; 0.271309556579; -0.822268452585
000017.SZ; China Bicycle Co Holdings Ltd; Shenzhen Stock Exchange; 15.87157415; 672.9628286; 2016-09-30; Income Growth; +ve; -; -1.26495730986; 0.989828294224; -0.305179523962; -0.495762638984; 0.158291611626; 0; 4.40466887417; 1.063405302; 1.2163616474; -6.5479373411; -0.152322024472
000018.SZ; Sino Great Wall Co Ltd; Shenzhen Stock Exchange; 22.26674762; 2135.63946; 2016-09-30; Revenue Growth; +ve; -1; 0.244059690102; 0.112732931923; -0.154585085987; 0.309235733799; -0.59859577693; -; -0.197638604962; 0.641423092712; -0.264434697172; 0.348953003271; -0.533174563757
000019.SZ; Shenzhen Shenbao Industrial Co Ltd; Shenzhen Stock Exchange; 81.72396071; 1072.982582; 2016-09-30; Income Growth; -ve; -; 0.00850014128816; 0.0552071700164; -0.181704568248; 0.0291396075452; -0.169259712221; 0; -0.397449787576; -0.442023852267; 0.771217663024; -0.994864833744; -1.91257623461
000021.SZ; Shenzhen Kaifa Technology Co Ltd; Shenzhen Stock Exchange; 22.86826718; 2312.570933; 2016-09-30; Both; +ve +ve; -1; 0.123976607111; -0.0788311623415; -0.138223616464; 0.033586677214; 0.284500116891; 0; 0.29295182864; -0.55959794736; 2.74505598056; 22.450956903; -0.980183797779
000022.SZ; Shenzhen Chiwan Wharf Holdings Ltd; Shenzhen Stock Exchange; 6.517209824; 1441.507579; 2016-09-30; Revenue Growth; +ve; -1; 0.108208885492; 0.0497949649209; -0.0842086674085; -0.0545556738987; 0.0782630662228; -; 0.105909871348; 0.198756717173; 0.0995931756852; -0.371958275744; 0.259229631581
