Name (or Code),RIC,Country,Market Capitalisation (million USD),adv(million USD),GICS Sector,GICS Industry,99/10/18-00/4/1,99/10/18-99/11/19,99/10/18-00/3/6,99/11/19-00/3/6,99/10/18-00/12/31,00/3/6-00/12/31,16/11/8-17/4/30,16/12/1-17/4/30
Toyota Motor Corp,7203.T,Japan,176564.0623,364.0832505,Consumer Discretionary,Automobiles,56.03540843,8.695652173,25.79710145,15.73333333,6.339382249,-15.46754176,2.392263319,-10.01938273
Toyota Motor Corp,8296.T^I98,Japan,176564.0623,0.011077031,Consumer Discretionary,Automobiles,,,,,,,,
NTT Docomo Inc,9437.T,Japan,93983.90876,100.5711556,Telecommunication Services,Wireless Telecommunication Services,98.60799693,42.45283019,92.45283019,35.09933775,-7.049530475,-51.70220701,8.10422471,3.589621553
Nippon Telegraph and Telephone Corp,9432.T,Japan,89641.39897,169.4484012,Telecommunication Services,Diversified Telecommunication Services,18.29821971,30.43478261,7.971014491,-17.22222222,-40.13813999,-44.55747194,5.602302932,3.202769969
KDDI Corp,9433.T,Japan,69442.0405,148.1287256,Telecommunication Services,Wireless Telecommunication Services,-7.604378519,45.21452145,7.81078108,-25.75757576,-39.24446664,-43.64614304,-0.655462188,-1.302387714
Japan Tobacco Inc,2914.T,Japan,66457.45539,123.3711439,Consumer Staples,Tobacco,-36.26521298,-16.20689655,-38.36206897,-26.44032922,-22.85241964,25.16250799,-4.612513486,-4.321993223
Mitsubishi UFJ Financial Group Inc,8306.T,Japan,90097.29337,418.7750002,Financials,Banks,,,,,,,33.05816135,3.216416825
SoftBank Group Corp,9984.T,Japan,83311.8874,416.8469726,Telecommunication Services,Wireless Telecommunication Services,147.3544759,74.32432432,216.2162162,81.39534883,-67.80333602,-89.818149,31.34394495,23.14689048
Japan Post Holdings Co Ltd,6178.T,Japan,55720.43396,41.47028953,Financials,Insurance,,,,,,,6.971340043,-3.426573428
Japan Post Bank Co Ltd,7182.T,Japan,55962.52129,26.00868922,Financials,Banks,,,,,,,14.25041186,1.910360032
Honda Motor Co Ltd,7267.T,Japan,52492.93182,126.986745,Consumer Discretionary,Automobiles,4.472441496,7.125307127,-10.56511056,-16.51376147,5.253890428,17.68772913,10.40957276,-3.505414624
Sumitomo Mitsui Financial Group Inc,8316.T,Japan,52286.96671,267.4095638,Financials,Banks,,,,,,,15.42121467,-5.347716317
Keyence Corp,6861.T,Japan,48846.51772,107.2186579,Information Technology,"Electronic Equipment, Instruments & Components",71.56000135,5.703422051,41.82509506,34.17266188,17.19635513,-17.36557266,21.05359386,14.63677927
Mizuho Financial Group Inc,8411.T,Japan,46343.15698,220.543607,Financials,Banks,,,,,,,15.87933978,-0.828056504
Nissan Motor Co Ltd,7201.T,Japan,40057.62527,136.5135145,Consumer Discretionary,Automobiles,-34.06593406,-8.477237049,-31.08320251,-24.69982847,3.296703303,49.88610479,2.221149209,-1.626394049
Sony Corp,6758.T,Japan,42593.80972,225.0916739,Consumer Discretionary,Household Durables,90.27674621,21.80746562,93.51669941,58.87096774,3.777838167,-46.37267043,18.34061187,16.00949487
Canon Inc,7751.T,Japan,44199.67509,151.0951156,Information Technology,"Technology Hardware, Storage & Peripherals",61.58970939,18.11594203,51.05914405,27.89056368,45.94383673,-3.386294395,27.33532497,15.101983
Seven & i Holdings Co Ltd,3382.T,Japan,37435.14516,115.3703467,Consumer Staples,Food & Staples Retailing,,,,,,,9.714646383,7.000769363
Fanuc Corp,6954.T,Japan,41453.12793,193.3082779,Industrials,Machinery,42.11772774,19.26121372,34.69656991,12.94247787,2.725703915,-23.73547153,21.23449149,17.13432421
Fast Retailing Co Ltd,9983.T,Japan,34581.17217,207.1019745,Consumer Discretionary,Specialty Retail,126.1005435,78,70.51436336,-4.205413843,125.3404241,32.15333866,-0.024979993,-9.686431506
Takeda Pharmaceutical Co Ltd,4502.T,Japan,37863.93099,101.09414,Health Care,Pharmaceuticals,26.14970389,5.344827586,5.689655175,0.327332245,17.25658827,10.94424339,19.69527224,14.38972163
Mitsubishi Corp,8058.T,Japan,34266.56246,101.9316416,Industrials,Trading Companies & Distributors,17.47962032,9.422110553,9.296482414,-0.114810561,6.735845447,-2.342835662,3.643811986,-4.471383148
Central Japan Railway Co,9022.T,Japan,34511.88021,70.23620628,Industrials,Road & Rail,-9.797887464,-4.196816209,-2.460202607,1.81268882,2.514245501,5.099916384,8.82332463,0.891339427
Ufj Holdings Inc,8307.T^I05,Japan,NULL,0,NULL,NULL,,,,,,,,
Denso Corp,6902.T,Japan,34167.80914,71.34694904,Consumer Discretionary,Auto Components,13.38005196,10.3926097,-7.159353352,-15.89958159,14.87167641,23.72994002,7.46634889,-3.143113157
East Japan Railway Co,9020.T,Japan,34754.47177,74.02815823,Industrials,Road & Rail,-15.16169154,1.54286E-09,-21.11111111,-21.11111111,7.282411746,35.99178954,10.89857547,3.009008882
Nintendo Co Ltd,7974.T,Japan,35623.66274,539.1915004,Information Technology,Software,18.34407678,18.91025641,44.1025641,21.18598383,17.74959703,-18.28764619,16.69602417,1.994162862
Shin-Etsu Chemical Co Ltd,4063.T,Japan,37519.24339,99.66323025,Materials,Chemicals,55.87017747,1.500000001,49.5,47.29064039,10.22846551,-26.26858495,23.26861048,12.78100442
Astellas Pharma Inc,4503.T,Japan,28349.43442,98.23671486,Health Care,Pharmaceuticals,25.76374669,1.116071427,17.63392857,16.33554084,10.75937085,-5.8440263,-0.597116851,-4.956334198
Bridgestone Corp,5108.T,Japan,33885.94627,96.32253782,Consumer Discretionary,Auto Components,-23.6493429,-7.56302521,-25.84042136,-19.77281947,-64.53436389,-52.17659436,20.14109137,10.19238891
Mitsubishi Electric Corp,6503.T,Japan,29917.97014,105.2794342,Industrials,Electrical Equipment,79.72950916,5.555555556,69.44444445,60.5263158,31.11865713,-22.61849743,7.833885101,-0.434746139
Tokio Marine Holdings Inc,8766.T,Japan,31679.28241,87.92306983,Financials,Insurance,,,,,,,15.82325352,-6.066066067
Murata Manufacturing Co Ltd,6981.T,Japan,30185.28093,112.522996,Information Technology,"Electronic Equipment, Instruments & Components",136.2250894,73.13150426,97.7294229,14.20765028,29.01922754,-34.74960598,12.21769636,-3.628606587
Nidec Corp,65941.OS^K05,Japan,27320.12581,0,Industrials,Electrical Equipment,,,,,,,,
Nidec Corp,6594.T,Japan,27320.12581,105.3250543,Industrials,Electrical Equipment,-0.925352321,-5.778240499,-3.175429463,2.762430939,-42.59154603,-40.70879566,1.317762698,-1.972403425
Fuji Heavy Industries Ltd,7270.T,Japan,29048.4065,147.8938618,Consumer Discretionary,Automobiles,-7.899952809,-0.329670332,-18.13186813,-17.86108048,-22.76357482,-5.657520918,7.066598878,-10.42109741
Daikin Industries Ltd,6367.T,Japan,28449.37468,89.66442681,Industrials,Building Products,62.55657367,0.255972697,42.57679181,42.21276595,88.7880713,32.41150184,6.860809479,1.1682243
Mitsubishi Estate Co Ltd,8802.T,Japan,26559.32144,73.92839045,Real Estate,Real Estate Management & Development,5.091101496,-1.411100657,-9.595484477,-8.301526718,15.6486143,27.92349323,0.995732577,-8.857509625
Kao Corp,4452.T,Japan,27286.47001,93.29168876,Consumer Staples,Personal Products,16.22588053,14.02214022,3.321033213,-9.385113264,23.40412675,19.43756553,17.62320482,17.98126632
Hitachi Ltd,6501.T,Japan,26657.0728,92.17187635,Information Technology,"Electronic Equipment, Instruments & Components",12.41052263,21.25114996,28.88684454,6.29742034,-5.702939529,-26.83732711,12.04007286,-0.597931479
Otsuka Holdings Co Ltd,4578.T,Japan,25643.53276,55.31981007,Health Care,Pharmaceuticals,,,,,,,15.11680936,13.20406832
Mitsui & Co Ltd,8031.T,Japan,25337.72726,86.89398842,Industrials,Trading Companies & Distributors,9.04958162,5.359477127,4.575163402,-0.744416873,-4.991250474,-9.147883268,11.71875,-0.850929718
Panasonic Corp,6752.T,Japan,29263.76471,113.4145276,Consumer Discretionary,Household Durables,49.34593984,25,50.97087379,20.77669903,33.10033816,-11.83707505,32.65204387,11.7597648
Panasonic Corp,6583.T^C00,Japan,29263.76471,0.950029746,Consumer Discretionary,Household Durables,46.13259669,-6.077348066,57.45856354,67.64705883,46.13259669,-7.192982455,,
Yahoo Japan Corp,4689.T,Japan,24359.28015,61.10457171,Information Technology,Internet Software & Services,203.902439,74.3902439,136.5853659,35.66433566,-34.43902439,-72.28865979,17.79993681,16.66724511
Yahoo Japan Corp,46891.T^K03,Japan,24359.28015,0,Information Technology,Internet Software & Services,,,,,,,,
Recruit Holdings Co Ltd,6098.T,Japan,28537.17974,78.32605655,Industrials,Professional Services,,,,,,,36.48484848,25.25027809
Mitsui Fudosan Co Ltd,8801.T,Japan,21774.36447,87.67049016,Real Estate,Real Estate Management & Development,19.21793316,-7.645631066,8.252427188,17.21419185,38.36148457,27.81374807,2.704402515,-10.73250729
Itochu Corp,8001.T,Japan,23497.83788,62.72735261,Industrials,Trading Companies & Distributors,52.36768802,52.36768802,53.20334262,0.54844607,48.18941505,-3.27272727,14.53488372,-0.661834228
Komatsu Ltd,6301.T,Japan,25900.54591,118.9567352,Industrials,Machinery,-30.7331883,-6.911142451,-30.74753173,-25.60606061,-27.97336739,4.005870705,32.34197878,11.26638372
Oriental Land Co Ltd,4661.T,Japan,20869.87379,53.31752435,Consumer Discretionary,"Hotels, Restaurants & Leisure",22.96920534,4.052573931,29.79189485,24.73684211,-16.09207652,-35.35195431,6.926850922,-0.942938909
Orix Corp,8591.T,Japan,20194.62535,97.57642138,Financials,Diversified Financial Services,47.68174584,35.76158941,42.46688742,4.93902439,13.96853921,-20.00348904,5.42299349,-3.489361705
Orix Corp,3502.OS^D99,Japan,20194.62535,0,Financials,Diversified Financial Services,,,,,,,,
Fujifilm Holdings Corp,4901.T,Japan,19075.25114,63.46826964,Information Technology,"Technology Hardware, Storage & Peripherals",34.43574291,26.70623145,37.09198813,8.196721311,42.59189372,4.011835895,3.401700851,-3.094233472
Nippon Steel & Sumitomo Metal Corp,5401.T,Japan,21391.39137,69.40035668,Materials,Metals & Mining,-4.833260679,-3.861003863,-13.12741313,-9.638554216,-26.58565824,-15.49193548,17.25570125,2.115348862
Kubota Corp,6326.T,Japan,19508.14436,56.12141333,Industrials,Machinery,-5.319148938,15.42553191,-15.42553192,-26.7281106,-5.873666446,11.29402961,6.48195502,0.296406485
SMC Corp,6273.T,Japan,18961.03451,72.19305938,Industrials,Machinery,35.76656151,24.79495268,25.23659306,0.353892821,-7.066344321,-25.79352934,2.985564302,-2.63647643
Nomura Holdings Inc,8604.T,Japan,22929.20631,111.350938,Financials,Capital Markets,107.6529496,6.10734115,89.38926589,78.48837209,27.38113775,-32.74109958,31.92231912,4.442727662
Kyocera Corp,6971.T,Japan,21364.41531,63.6580679,Information Technology,"Electronic Equipment, Instruments & Components",113.3024194,56.32754342,135.7320099,50.7936508,55.2768274,-34.12993533,24.0660637,15.82232012
Eisai Co Ltd,4523.T,Japan,15560.92339,43.41332139,Health Care,Pharmaceuticals,-1.214280867,-8.363636363,-11.63636364,-3.571428572,46.5200228,65.81484061,-8.232711307,-10.95556908
MS&AD Insurance Group Holdings Inc,8725.T,Japan,20623.29105,48.44150297,Financials,Insurance,,,,,,,19.5129977,-0.873362443
Daiwa House Industry Co Ltd,1925.T,Japan,19778.6667,55.7635779,Real Estate,Real Estate Management & Development,-24.4681542,-5.147058822,-24.05462185,-19.93355482,-23.716059,0.445797837,15.99229287,1.19193154
Chugai Pharmaceutical Co Ltd,4519.T,Japan,19822.10402,34.41488935,Health Care,Pharmaceuticals,58.61763247,0.164338537,45.19309777,44.95488104,57.25663874,8.308618767,22.10463278,24.20003209
Dai-ichi Life Holdings Inc,8750.T,Japan,20366.28358,119.7327577,Financials,Insurance,,,,,,,26.0219342,0.317460321
Asahi Group Holdings Ltd,9915.OS^A01,Japan,18232.57016,0,Consumer Staples,Beverages,,,,,,,,
Asahi Group Holdings Ltd,2502.T,Japan,18232.57016,67.53303264,Consumer Staples,Beverages,-33.16006137,-22.20787605,-34.58771055,-15.91399472,-23.66001941,16.70586862,15.91992635,14.51008941
Secom Co Ltd,9735.T,Japan,16913.58886,47.21862423,Industrials,Commercial Services & Supplies,-7.696049621,25.26096033,-5.845511486,-24.83333334,-21.85631474,-17.00482208,4.808814,-2.964118564
Suzuki Motor Corp,7269.T,Japan,20479.97848,66.76384517,Consumer Discretionary,Automobiles,-4.850981299,-3.333333333,0.606060605,4.075235108,-25.60329326,-26.05146619,17.35620585,21.68454094
Shionogi & Co Ltd,4507.T,Japan,16918.65537,58.63216405,Health Care,Pharmaceuticals,94.27387165,18.61702128,69.14893617,42.60089686,148.9819921,47.19690102,13.16620607,6.620792258
Inpex Corp(Pre-merger),1604.T^C06,Japan,NULL,0,NULL,NULL,,,,,,,,
Kirin Holdings Co Ltd,2503.T,Japan,17750.59625,62.12375569,Consumer Staples,Beverages,3.24845228,-5.968928864,4.728127553,11.37608696,-15.04498291,-18.88042012,17.93071129,17.51914102
Hoya Corp,77411.T^K05,Japan,18606.54796,0.79062432,Health Care,Health Care Equipment & Supplies,,,,,,,,
Hoya Corp,7741.T,Japan,18606.54796,58.2886318,Health Care,Health Care Equipment & Supplies,54.26196851,20.63492063,42.38095238,18.02631579,33.88160637,-5.969440342,23.29782307,17.42390825
Shimano Inc,7309.T,Japan,14157.81942,35.58898522,Consumer Discretionary,Leisure Products,-17.16680113,-8.320537176,-20.38362439,-13.15789474,-10.89749114,11.91480167,-4.570332013,-10.23098948
Rakuten Inc,47551.Q^B05,Japan,14656.76548,0,Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,,,
Rakuten Inc,4755.T,Japan,14656.76548,85.05833225,Consumer Discretionary,Internet & Direct Marketing Retail,,,,,-82.66666667,-82.66666667,-2.398226718,0.206195054
Daiichi Sankyo Co Ltd,4568.T,Japan,15721.19655,34.81886006,Health Care,Pharmaceuticals,,,,,,,8.251258483,1.769547326
Tokyo Electron Ltd,8035.T,Japan,19205.23143,136.4707092,Information Technology,Semiconductors & Semiconductor Equipment,91.45710974,40.98765432,102.7160494,43.78283712,-22.29111861,-61.66614255,37.80558454,25.95049276
Meiji Holdings Co Ltd,2269.T,Japan,12950.64076,47.70612976,Consumer Staples,Food Products,,,,,,,-7.797270958,4.415011037
Toray Industries Inc,3402.T,Japan,14424.85261,41.2648636,Materials,Chemicals,-25.18726592,-3.745318354,-32.58426967,-29.9610895,-18.0738383,21.52380653,6.813258229,6.055065603
Toshiba Corp,6502.T,Japan,8564.112765,360.3560693,Industrials,Industrial Conglomerates,41.77540541,-5.135135134,20.27027027,26.78062678,4.131481199,-13.41876844,-39.14686825,-47.2748538
Sumitomo Corp,8053.T,Japan,16690.77708,55.92433744,Industrials,Trading Companies & Distributors,71.41945011,23.21428571,86.81318681,51.61649944,13.77142427,-39.09882583,19.84702093,7.862318838
Ito Yokado Co Ltd,8264.T^I05,Japan,NULL,0,Consumer Staples,Food & Staples Retailing,-0.578638459,32.43243243,-8.570273787,-30.96122714,-22.56306279,-15.30441967,,
Terumo Corp,4543.T,Japan,13841.35671,45.0599324,Health Care,Health Care Equipment & Supplies,2.480344288,4.651162792,-9.302325579,-13.33333333,-16.70161161,-8.158187157,0.246609122,1.245330012
NTT Data Corp,9613.T,Japan,13002.64503,33.53652907,Information Technology,IT Services,47.36621547,72.51908397,45.80152672,-15.48672567,-41.94240769,-60.1803948,-6.509945747,-8.657243815
Toyota Industries Corp,6201.T,Japan,16185.39537,31.09006194,Consumer Discretionary,Auto Components,0.981779322,1.52284264,-2.030456851,-3.499999999,15.11116508,17.49688871,19.24540532,2.835487155
Ono Pharmaceutical Co Ltd,4528.T,Japan,12135.55579,46.37841312,Health Care,Pharmaceuticals,1.243254365,-10.92436975,-10.36414566,0.628930819,26.97827153,41.66013418,-8.504282013,-8.849206348
Suntory Beverage & Food Ltd,2587.T,Japan,13811.21671,16.65413673,Consumer Staples,Beverages,,,,,,,7.604431158,3.932304761
Dentsu Inc,4324.T,Japan,16239.7095,49.08283441,Consumer Discretionary,Media,,,,,,,22.93224913,18.33665103
Dentsu Inc,43241.T^E04,Japan,16239.7095,0,Consumer Discretionary,Media,,,,,,,,
Unicharm Corp,8113.T,Japan,15076.92776,31.0484728,Consumer Staples,Household Products,17.56971076,14.43478261,25.2173913,9.4224924,1.204885942,-19.17665359,12.61701343,11.89808274
Sysmex Corp,68691.T^K05,Japan,12682.85122,0,Health Care,Health Care Equipment & Supplies,,,,,,,,
Sysmex Corp,6869.T,Japan,12682.85122,32.91746537,Health Care,Health Care Equipment & Supplies,11.41021537,8.247422683,5.498281791,-2.539682539,-6.578776479,-11.44763504,-4.908835902,-0.732064419
Mitsubishi Heavy Industries Ltd,7011.T,Japan,13490.9614,66.33038332,Industrials,Machinery,-21.02035378,-13.10679612,-29.85436893,-19.27374302,21.77047622,73.59666506,4.254324446,-14.3789595
Nitori Holdings Co Ltd,9843.T,Japan,14889.04445,74.23962475,Consumer Discretionary,Specialty Retail,,,,,,,18.12903336,22.60361796
Mitsui Sumitomo Insurance Co Ltd,8752.T^C08,Japan,NULL,0,Financials,Insurance,-33.49621349,-12.76595745,-30.63829787,-20.48780488,-5.714328643,35.93332987,,
Inpex Corp,1605.T,Japan,14009.61864,54.63762934,Energy,"Oil, Gas & Consumable Fuels",,,,,,,13.87615901,-10.43587595
Asahi Kasei Corp,3407.T,Japan,13362.14339,31.17223091,Materials,Chemicals,15.20905513,-0.700525394,13.83537653,14.63844797,16.27007917,2.138792624,12.57681713,7.085265075
Asahi Kasei Corp,2532.NG^H92,Japan,13362.14339,0,Materials,Chemicals,,,,,,,,
Daito Trust Construction Co Ltd,1878.T,Japan,11303.33628,72.17840803,Real Estate,Real Estate Management & Development,15.37282942,-5.519480518,7.207792209,13.47079038,35.74441065,26.61804506,-3.943764871,-6.548588695
Ajinomoto Co Inc,2605.NG^I00,Japan,11121.41679,0.008421336,Consumer Staples,Food Products,18.64401592,1.562499999,-4.447772412,-5.917806682,7.894390321,12.91666667,,
Ajinomoto Co Inc,2802.T,Japan,11121.41679,34.56533925,Consumer Staples,Food Products,1.616220032,-12.14574899,0.566801614,14.47004608,21.24723126,20.56387328,-3.79241517,-4.090205616
SOMPO Holdings Inc,8630.T,Japan,15663.69361,46.55455822,Financials,Insurance,,,,,,,29.21658986,10.01831023
Sumitomo Mitsui Trust Holdings Inc,8309.T,Japan,13359.28234,64.12144021,Financials,Banks,,,,,,,8.622652251,-9.976415093
Aisin Seiki Co Ltd,7259.T,Japan,14399.50467,43.15858981,Consumer Discretionary,Auto Components,-5.137636214,21.22674018,0.20675396,-17.33939739,6.776802861,6.556493092,21.00288255,11.93073127
Nikko Cordial Corp,8603.T^A08,Japan,NULL,0,NULL,NULL,73.00137795,21.84412733,60.26344676,31.53153153,-0.983429483,-38.21637278,,
Japan Post Insurance Co Ltd,7181.T,Japan,13653.72546,8.388443663,Financials,Insurance,,,,,,,17.82729805,7.542372885
Aeon Co Ltd,8277.NG^H99,Japan,12926.81144,0.046951224,Consumer Staples,Food & Staples Retailing,,,,,,,,
Aeon Co Ltd,8267.T,Japan,12926.81144,35.15709698,Consumer Staples,Food & Staples Retailing,-30.15589386,-1.34529148,-30.92890806,-29.98702953,12.7691297,63.26530612,13.68909404,5.493990199
Aeon Co Ltd,82671.T^J04,Japan,12926.81144,0,Consumer Staples,Food & Staples Retailing,,,,,,,,
Sumitomo Realty & Development Co Ltd,8830.T,Japan,12831.65471,60.76209345,Real Estate,Real Estate Management & Development,-7.330716314,-3.674540683,-16.01049869,-12.80653951,53.55861129,82.83072157,12.4158564,-6.645962732
Nitto Denko Corp,6988.T,Japan,13069.66245,68.49849033,Materials,Chemicals,18.45858272,26.5129683,13.83285303,-10.02277905,-10.21636073,-21.12677766,15.92721438,3.10134492
Fujitsu Ltd,6987.T^I98,Japan,12895.6214,0.019551037,Information Technology,IT Services,,,,,,,,
Fujitsu Ltd,6702.T,Japan,12895.6214,70.25244263,Information Technology,IT Services,10.12497889,21.81500873,29.84293194,6.590257882,-41.01720323,-54.57373313,14.95809433,0.613122237
Renesas Electronics Corp,6723.T,Japan,15844.63337,17.30968642,Information Technology,Semiconductors & Semiconductor Equipment,,,,,,,42.28187919,21.69919632
West Japan Railway Co,9021.T,Japan,12930.72124,53.93497339,Industrials,Road & Rail,-11.63717674,6.474820144,-19.18465228,-24.0990991,22.54342969,51.63385809,18.73106461,8.746588056
Olympus Corp,7733.T,Japan,13180.8551,45.55741134,Health Care,Health Care Equipment & Supplies,21.0825449,0.985595147,10.38665656,9.309309312,51.00585581,36.79720042,20.67510548,4.379562038
Sekisui House Ltd,1928.T,Japan,11453.59159,53.42328759,Consumer Discretionary,Household Durables,-11.96050888,-3.339517626,-24.1232441,-21.50178229,-1.351272635,30.01178846,10.58144658,0.242051863
Chubu Electric Power Co Inc,9502.T,Japan,10177.57554,22.54495503,Utilities,Electric Utilities,-9.938369465,3.257868578,-15.40585312,-18.07486631,12.62059341,33.13047955,-0.57852801,-5.81123706
Japan Airlines Co Ltd,9201.T,Japan,11163.62966,60.17333008,Industrials,Airlines,,,,,,,14.62799946,9.487107365
Mitsubishi Tanabe Pharma Corp,4508.T,Japan,11386.41913,20.51915706,Health Care,Pharmaceuticals,-12.55810658,-11.15646259,-11.83673469,-0.765696785,31.97628845,49.69532718,12.03566122,5.454545456
Tokyo Gas Co Ltd,9531.T,Japan,10685.26973,34.46717584,Utilities,Gas Utilities,-9.108172067,-2.845528454,-15.04065041,-12.55230126,40.25220087,65.08153786,8.464756858,4.228190029
Nippon Paint Holdings Co Ltd,4612.T,Japan,12472.8364,18.70642526,Materials,Chemicals,10.20868497,6.122448977,14.28571428,7.692307692,30.78697672,14.43860463,21.51984486,21.51984486
Sumitomo Electric Industries Ltd,5802.T,Japan,12930.9876,45.30025164,Consumer Discretionary,Auto Components,0.092314499,-14.81736733,-0.89593384,16.34304207,29.98816738,31.16330381,28.60176991,12.37240952
Isuzu Motors Ltd,7202.T,Japan,11501.97324,36.87516595,Consumer Discretionary,Automobiles,-21.19205298,-10.92715232,-10.59602649,0.371747208,-30.46357616,-22.22222222,19.47846701,9.248554911
Isuzu Motors Ltd,8292.T^I00,Japan,11501.97324,0.009834627,Consumer Discretionary,Automobiles,7.172995783,5.485232069,-14.76793249,-19.2,20.08540492,40.892282,,
Daiwa Securities Group Inc,8601.T,Japan,10319.99679,55.7273133,Financials,Capital Markets,81.62709731,21.12149533,67.28971963,38.11728395,12.27001404,-32.88887429,14.97353335,-1.420749588
Resona Holdings Inc,8308.T,Japan,12915.70333,64.11568281,Financials,Banks,,,,,,,35.80192813,10.18666667
Shiseido Co Ltd,4911.T,Japan,10816.82059,39.03629554,Consumer Staples,Personal Products,-11.72951552,5.531112505,-15.4619736,-19.89279333,-18.84775376,-4.005038094,14.69024675,3.740218046
ANA Holdings Inc,9202.T,Japan,10577.96713,35.30811484,Industrials,Airlines,-14.36781609,-6.321839079,-31.89655172,-27.3006135,12.06896551,64.55696202,15.94482182,10.28806314
Makita Corp,6586.T,Japan,9980.00217,22.84125776,Industrials,Machinery,-10.87483659,-1.163918526,-8.632395732,-7.55642787,-20.73149253,-13.24221741,10.98740046,3.484425685
JX Holdings Inc,5020.T,Japan,15458.45706,78.40564557,Energy,"Oil, Gas & Consumable Fuels",,,,,,,23.97732873,7.293666026
Mitsubishi Chemical Holdings Corp,4188.T,Japan,11781.00167,43.02057737,Materials,Chemicals,,,,,,,25.33045978,18.58346928
M3 Inc,2413.T,Japan,8271.119832,37.71291971,Health Care,Health Care Technology,,,,,,,-7.022784299,-1.070955614
M3 Inc,24131.T^E05,Japan,8271.119832,0,Health Care,Health Care Technology,,,,,,,,
Kansai Electric Power Co Inc,9503.T,Japan,12684.21656,56.19401358,Utilities,Electric Utilities,-14.94728271,11.83851609,-14.89361702,-23.90243902,9.028157153,28.10808465,49.89092305,32.88294478
Tokyu Corp,9005.T,Japan,8941.919861,23.05465989,Industrials,Road & Rail,59.67283889,-4.895104896,10.48951049,16.17647059,117.6351698,96.97360301,2.702702704,-5.785123966
Mazda Motor Corp,7261.T,Japan,8788.635638,92.18680049,Consumer Discretionary,Automobiles,-32.89328933,-0.952380954,-34.47619048,-33.84615385,-44.01382996,-14.55599049,1.284911427,-12.48405035
Marubeni Corp,8002.T,Japan,10695.97986,42.49996942,Industrials,Trading Companies & Distributors,26.8852459,27.86885246,35.40983607,5.897435897,-11.47540984,-34.62469734,26.92307693,6.633524937
Sumitomo Mitsui Trust Bank Ltd,8403.T^C11,Japan,NULL,52.2278364,Financials,Banks,-11.51769083,9.051254087,-36.64122138,-41.9,-14.50166532,34.94315473,,
Sanyo Electric Co Ltd,6764.T^C11,Japan,NULL,4.486682654,Consumer Discretionary,Household Durables,21.43241106,-15.01976285,5.138339919,23.72093023,89.10025382,79.85851209,,
Osaka Gas Co Ltd,9532.T,Japan,7795.237335,22.51433134,Utilities,Gas Utilities,-30.25498179,-11.69916435,-40.94707521,-33.12302839,-1.548089461,66.7180938,-2.365348242,-3.942967787
Yamato Holdings Co Ltd,9064.T,Japan,8882.922718,39.49571737,Industrials,Air Freight & Logistics,6.024102679,22.30215827,-1.618705035,-19.55882353,-24.03999787,-22.79019893,6.92773692,5.783750216
TDK Corp,6762.T,Japan,8017.354497,76.62888714,Information Technology,"Electronic Equipment, Instruments & Components",45.93396394,10.9375,4.687500005,-5.633802814,16.32227252,11.11381255,-3.22580645,-12.43654822
JFE Holdings Inc,5411.T,Japan,10470.18898,73.63837938,Materials,Metals & Mining,,,,,,,29.7573969,12.74189713
Taisei Corp,1801.T,Japan,8739.71067,35.58908034,Industrials,Construction & Engineering,-25.81811873,-1.345291479,-27.35426009,-26.36363636,5.837019692,45.68923081,11.98945981,2.533172494
Panasonic Electric Works Co Ltd,6991.T^C11,Japan,NULL,13.08888256,Industrials,Electrical Equipment,-2.212612163,-3.363636362,-17.4890329,-14.61706133,19.8235347,45.22134319,,
Sankyo Co Ltd (Pre-Merger),4501.T^I05,Japan,NULL,0,Health Care,Pharmaceuticals,-11.96002281,-11.18644068,-16.27118644,-5.725190837,-6.19145509,12.03854554,,
Koito Manufacturing Co Ltd,7276.T,Japan,8289.601515,32.46998975,Consumer Discretionary,Auto Components,-0.909122381,6.788990827,-4.036697246,-10.13745704,-12.12195207,-8.425361145,6.108485468,-5.042488375
Jupiter Telecommunications Co Ltd,4817.T^G13,Japan,8474.699972,0.727193635,Consumer Discretionary,Media,,,,,,,,
Hankyu Hanshin Holdings Inc,9042.T,Japan,8390.168536,13.2619917,Industrials,Road & Rail,-3.69624278,1.092896177,-7.103825133,-8.108108106,1.113337338,8.845533719,7.602339179,1.657458564
Kyowa Hakko Kirin Co Ltd,4151.T,Japan,9882.870592,27.29412184,Health Care,Pharmaceuticals,55.26490066,-2.649006624,81.98675496,86.93877551,5.621267376,-41.9621129,28.36706223,18.42591297
Taisho Pharmaceutical Holdings Co Ltd,4581.T,Japan,7403.202918,9.466061383,Health Care,Pharmaceuticals,,,,,,,-3.171247357,-4.583333334
Toyota Tsusho Corp,8015.T,Japan,11158.5103,23.04864357,Industrials,Trading Companies & Distributors,-12.76387587,-11.08108108,-12.70270271,-1.823708212,3.52883608,18.59340357,41.98322332,21.75547644
Line Corp,3938.T,Japan,7589.182036,31.59786527,Information Technology,Software,,,,,,,-6.52962515,-13.24354658
Nomura Research Institute Ltd,4307.T,Japan,9184.255357,19.06325262,Information Technology,IT Services,,,,,,,21.72145811,12.65201614
Nippon Building Fund Inc,8951.T,Japan,7507.540572,16.20934746,Real Estate,Equity Real Estate Investment Trusts (REITs),,,,,,,-1.603434946,-4.722185028
