Name (or Code),RIC,Country,Market Capitalisation (million USD),adv(million USD),GICS Sector,GICS Industry,99/10/18-00/4/1,99/10/18-99/11/19,99/10/18-00/3/6,99/11/19-00/3/6,99/10/18-00/12/31,00/3/6-00/12/31,16/11/8-17/4/30,16/12/1-17/4/30
Alibaba Pictures Group Ltd,2900.HK^A03,Hong_Kong,4087.987268,0,Consumer Discretionary,Media,,,,,,,,
Zhejiang Glass Co Ltd,0739.HK^E13,Hong_Kong,NULL,0,Industrials,Building Products,,,,,,,,
Ezcom Holdings Ltd,0312.HK^G07,Hong_Kong,NULL,0,NULL,NULL,-1.492537312,8.955223881,12.93532338,3.652968038,-77.6119403,-80.17621145,,
Leading Spirit High Tech (Holdings) Co Ltd,0606.HK^A04,Hong_Kong,NULL,0,NULL,NULL,102.4756154,6.837606837,160.831033,144.1378469,-70.82229123,-88.81355932,,
Gold Face Hldg Ltd,0396.HK^I06,Hong_Kong,NULL,0,NULL,NULL,94.52054794,1.369863015,102.739726,99.99999999,15.06849315,-43.24324324,,
Sanyuan Group Ltd,2983.HK^K02,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
UBCP&CC@EC0812E,1542.HK^J07,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Ryoden Development Ltd,0745.HK^K02,Hong_Kong,NULL,0.036605507,NULL,NULL,2.61948E-09,-16.66666667,9.090909093,30.90909091,-24.24242424,-30.55555555,,
Eu Yan Sang (Hong Kong) Ltd,0483.HK^L96,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Baring Malaysia & Singapore Fund,BMSF.HK^C91,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
GT Emerging Markets Fund,GEMH.HK^H92,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
FPB Bank Holding Co Ltd,717.HK^K93,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Geely Automobile Holdings Ltd,2947.HK^H02,Hong_Kong,12036.99294,0,Consumer Discretionary,Automobiles,,,,,,,,
Orient Victory China Holdings Ltd,2975.HK^I01,Hong_Kong,284.8842589,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,,
Applied Development Holdings Ltd,2986.HK^L06,Hong_Kong,177.0759022,0,Real Estate,Real Estate Management & Development,,,,,,,,
Vantage International Holdings Ltd,2956.HK^I02,Hong_Kong,260.4739206,0,Industrials,Construction & Engineering,,,,,,,,
CW Group Holdings Ltd,2902.HK^G15,Hong_Kong,144.2090205,0,Industrials,Machinery,,,,,,,,
China Innovative Finance Group Ltd,2986.HK^J01,Hong_Kong,838.4814698,0,Financials,Diversified Financial Services,,,,,,,,
China LotSynergy Holdings Ltd,8392.HK^L05,Hong_Kong,257.3917966,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,,
China Mobile Ltd,2917.HK^H00,Hong_Kong,218370.4012,0,Telecommunication Services,Wireless Telecommunication Services,,,,,-9.328358209,-9.328358209,,
Texhong Textile Group Ltd,2944.HK^K13,Hong_Kong,1109.368973,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,,
Gt Hong Kong Fund,330.HK^I92,Hong_Kong,NULL,1.021800263,NULL,NULL,,,,,,,,
Winton Hldg (Bermuda) Ltd,0510.HK^C03,Hong_Kong,NULL,0,Financials,Diversified Financial Services,5,9.999999999,9.999999999,-3.95406E-10,-26,-32.72727273,,
Windrace International Company Ltd,0977.HK^H09,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Rosedale Hotel Holdings Ltd,2986.HK^C10,Hong_Kong,55.78610126,0.010708204,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,,
Chevalier Development International Ltd,0064.HK^L99,Hong_Kong,NULL,0.120938151,NULL,NULL,5.681818183,4.545454546,5.681818183,1.086956522,5.681818183,,,
Grand Field Group Holdings Ltd,2908.HK^H00,Hong_Kong,40.67680066,0,Real Estate,Real Estate Management & Development,,,,,26.21359223,26.21359223,,
Victory Group Ltd,2969.HK^H01,Hong_Kong,56.3128537,0,Consumer Discretionary,Specialty Retail,,,,,,,,
SkyOcean International Holdings Ltd,2919.HK^B15,Hong_Kong,513.7126434,0,Health Care,Health Care Providers & Services,,,,,,,,
Alltronics Holdings Ltd,2973.HK^J07,Hong_Kong,320.3270524,0,Consumer Discretionary,Household Durables,,,,,,,,
Greencool Technology Holdings Ltd,8056.HK^E07,Hong_Kong,NULL,0,NULL,NULL,,,,,-0.012704622,-0.012704622,,
Prosperity International Holdings HK Ltd,8398.HK^I05,Hong_Kong,159.8613148,0,Industrials,Trading Companies & Distributors,,,,,,,,
Common Splendor International Health Industry Group Ltd,2991.HK^B04,Hong_Kong,206.9580222,0,Health Care,Health Care Providers & Services,,,,,,,,
Zhongyu Gas Holdings Ltd,8392.HK^K07,Hong_Kong,681.7501268,0,Utilities,Gas Utilities,,,,,,,,
Formosa Growth Fund Ltd (The),0038.HK^A97,Hong_Kong,NULL,0.013896554,NULL,NULL,,,,,,,,
Global Trend Intelligent Technologies Ltd,0691.HK^C05,Hong_Kong,NULL,0,Industrials,Construction & Engineering,,,,,,,,
Ezcom Holdings Ltd,2933.HK^E03,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
China & Eastern Investment Co Ltd,0110.HK^A96,Hong_Kong,NULL,0.001775507,NULL,NULL,,,,,,,,
Neptune Group Ltd,2940.HK^A01,Hong_Kong,38.26798703,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,16.43835616,16.43835616,,
Kai Yuan Holdings Ltd,2992.HK^A03,Hong_Kong,139.5988618,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,,
Zhong Hua International Holdings Ltd,2973.HK^I01,Hong_Kong,29.96598854,0,Real Estate,Real Estate Management & Development,,,,,,,,
Code Agriculture Holdings Ltd,8400.HK^K05,Hong_Kong,68.32979657,0,Industrials,Machinery,,,,,,,,
China U-Ton Holdings Ltd,8383.HK^E13,Hong_Kong,230.466784,0,Industrials,Construction & Engineering,,,,,,,,
Carrianna Group Holdings Co Ltd,1487.HK^K94,Hong_Kong,128.9709209,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,,
Esprit Holdings Ltd,2978.HK^J02,Hong_Kong,1509.786103,0,Consumer Discretionary,Specialty Retail,,,,,,,,
China Health Group Ltd,2982.HK^K02,Hong_Kong,67.03999752,0,Health Care,Health Care Providers & Services,,,,,,,,
Asia Standard Hotel Group Ltd,2926.HK^K00,Hong_Kong,103.7846423,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,-2.325581395,-2.325581395,,
Shui On Holdings Ltd,SHUN.HK^K89,Hong_Kong,NULL,0.322529183,NULL,NULL,,,,,,,,
Consolidated Electric Power Asia Ltd,0166.HK^A97,Hong_Kong,NULL,0.952632982,NULL,NULL,,,,,,,,
Realty Development Corp Ltd,2914.HK^I00,Hong_Kong,NULL,0,NULL,NULL,,,,,11.39896373,11.39896373,,
Good Earning,GEAH.HK^L89,Hong_Kong,NULL,0.002830177,NULL,NULL,,,,,,,,
China Sinostar Group Co Ltd,2927.HK^K00,Hong_Kong,67.56317741,0,Consumer Discretionary,Household Durables,,,,,-27.5,-27.5,,
Goldin Financial Holdings Ltd,2953.HK^D15,Hong_Kong,2667.977537,0,Financials,Diversified Financial Services,,,,,,,,
Mason Financial Holdings Ltd,2907.HK^B03,Hong_Kong,682.3867575,0,Financials,Capital Markets,,,,,,,,
China Finance Investment Holdings Ltd,2994.HK^D12,Hong_Kong,54.33776153,0,Consumer Staples,Food Products,,,,,,,,
Esprit Holdings Ltd,2907.HK^C07,Hong_Kong,1509.786103,0,Consumer Discretionary,Specialty Retail,,,,,,,,
Wanda Hotel Development Co Ltd,2970.HK^B14,Hong_Kong,422.5915436,0,Real Estate,Real Estate Management & Development,,,,,,,,
Sino Oil and Gas Holdings Ltd,2959.HK^F01,Hong_Kong,410.6772161,0,Energy,"Oil, Gas & Consumable Fuels",,,,,,,,
HengAn International Group Co Ltd,2963.HK^J07,Hong_Kong,9015.980671,0,Consumer Staples,Personal Products,,,,,,,,
Thiz Technology Group Ltd,8400.HK^C02,Hong_Kong,24.64171521,0,Information Technology,Software,,,,,,,,
CASH Financial Services Group Ltd,8392.HK^F02,Hong_Kong,164.7176384,0,Financials,Capital Markets,,,,,,,,
Zhong Hua International Holdings Ltd,2951.HK^G06,Hong_Kong,29.96598854,0.005931122,Real Estate,Real Estate Management & Development,,,,,,,,
Scimitar Guaranteed United Kingdom Fund Ltd,SUFH.HK^C91,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Orient Telecom & Technology Hldg Ltd,0188.HK^E98,Hong_Kong,NULL,0.057506329,NULL,NULL,,,,,,,,
Gkc Hldg Ltd,0873.HK^L00,Hong_Kong,NULL,0,NULL,NULL,0,0,0,0,0,0,,
Wing On International Holdings Ltd,0290.HK^C00,Hong_Kong,NULL,0.266503388,NULL,NULL,124.2339833,4.456824513,115.8774373,106.6666667,124.2339833,3.870967741,,
Techtronic Industries Co Ltd,2974.HK^K03,Hong_Kong,7870.93919,0,Consumer Discretionary,Household Durables,,,,,,,,
Seamless Green China Holdings Ltd,8400.HK^E09,Hong_Kong,27.94403568,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,,
Creative China Holdings Ltd,8397.HK^D16,Hong_Kong,37.68763085,0,Consumer Discretionary,Media,,,,,,,,
New Universe Environmental Group Ltd,8400.HK^H02,Hong_Kong,273.1031002,0,Industrials,Commercial Services & Supplies,,,,,,,,
Sparkle Roll Group Ltd,2981.HK^K02,Hong_Kong,298.0494506,0,Consumer Discretionary,Distributors,,,,,,,,
Concord New Energy Group Ltd,2912.HK^D07,Hong_Kong,413.9143463,0,Industrials,Construction & Engineering,,,,,,,,
Common Splendor International Health Industry Group Ltd,2958.HK^F01,Hong_Kong,206.9580222,0,Health Care,Health Care Providers & Services,,,,,,,,
Capital VC Ltd,2960.HK^A14,Hong_Kong,57.71129906,0,Financials,Capital Markets,,,,,,,,
Yau Lee Holdings Ltd,2930.HK^K00,Hong_Kong,60.26348736,0,Industrials,Construction & Engineering,,,,,1.02629E-10,1.02629E-10,,
Huarong International Financial Holdings Ltd,2923.HK^D02,Hong_Kong,1125.301323,0,Financials,Capital Markets,,,,,,,,
Tungda Innovative Lighting Holdings Ltd,8229.HK^L13,Hong_Kong,NULL,0,Industrials,Electrical Equipment,,,,,,,,
International Capital Network Hldg Ltd,8004.HK^H05,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Gt Honshu Pathfinder Fund,GTHP.HK^I92,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Scimitar Guaranteed Asean Fund Ltd,SAFH.HK^E91,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Thornton Tiger Fund Ltd,TTFH.HK^H92,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
GT Asean Fund,GTAS.HK^I92,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Pakistan Fund (The),0886.HK^L98,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Paribas SA,PRIHfb.HK^A92,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Shui On Contractors Ltd,SOCH.HK^D90,Hong_Kong,NULL,0.023011121,NULL,NULL,,,,,,,,
Anhui Tianda Oil Pipe Co Ltd,2920.HK^E08,Hong_Kong,215.5766413,0,Energy,Energy Equipment & Services,,,,,,,,
China Daye Non-Ferrous Metals Mining Ltd,2998.HK^B03,Hong_Kong,262.1928166,0,Materials,Metals & Mining,,,,,,,,
Goldbond Group Holdings Ltd,2950.HK^H03,Hong_Kong,81.673475,0,Financials,Consumer Finance,,,,,,,,
Chinese Estates Holdings Ltd,2965.HK^J07,Hong_Kong,2933.364728,0,Real Estate,Real Estate Management & Development,,,,,,,,
Sino Credit Holdings Ltd,2913.HK^G14,Hong_Kong,430.4634,0,Financials,Thrifts & Mortgage Finance,,,,,,,,
CCT Land Holdings Ltd,2936.HK^G02,Hong_Kong,172.5751443,0,Information Technology,Communications Equipment,,,,,,,,
North Mining Shares Co Ltd,2927.HK^G09,Hong_Kong,443.4682565,0,Materials,Metals & Mining,,,,,,,,
Li & Fung Ltd,LIFH.HK^C90,Hong_Kong,3527.26455,0.054224049,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,,
China Properties Investment Holdings Ltd,2921.HK^K97,Hong_Kong,69.29681903,0,Real Estate,Real Estate Management & Development,,,,,,,,
3D-Gold Jewellery Holdings Ltd,0870.HK^G12,Hong_Kong,79.78943345,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",-3.125196062,-8.125,44.99970654,57.82280984,-31.25013914,-52.5862069,,
Sun Co Ltd,SUN.HK^G90,Hong_Kong,NULL,0.032506737,NULL,NULL,,,,,,,,
Cdw International Ltd,0481.HK^D97,Hong_Kong,NULL,0.031344979,NULL,NULL,,,,,,,,
Scilla Hldg,LMBH.HK^E89,Hong_Kong,NULL,0.00891151,NULL,NULL,,,,,,,,
Zhuzhou CRRC Times Electric Co Ltd,2963.HK^A14,Hong_Kong,6052.847761,0,Industrials,Electrical Equipment,,,,,,,,
Greenheart Group Ltd,2996.HK^A03,Hong_Kong,225.3990486,0,Materials,Paper & Forest Products,,,,,,,,
Legend Strategy International Holdings Group Co Ltd,2948.HK^K13,Hong_Kong,53.610315,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,,
Wang On Group Ltd,2980.HK^K02,Hong_Kong,173.5961844,0,Real Estate,Real Estate Management & Development,,,,,,,,
JF Household Furnishings Ltd,2974.HK^C13,Hong_Kong,122.5467388,0,Consumer Discretionary,Household Durables,,,,,,,,
Auto Italia Holdings Ltd,2976.HK^J02,Hong_Kong,67.7522729,0,Consumer Discretionary,Specialty Retail,,,,,,,,
Chuang's Consortium International Ltd,633.HK^H93,Hong_Kong,347.1779806,0,Real Estate,Real Estate Management & Development,,,,,,,,
Town Health International Medical Group Ltd,2997.HK^E14,Hong_Kong,1227.390406,0,Health Care,Health Care Providers & Services,,,,,,,,
Tencent Holdings Ltd,2943.HK^I09,Hong_Kong,296585.5363,0,Information Technology,Internet Software & Services,,,,,,,,
Wah Kwong Shipping Holdings Ltd,0095.HK^G00,Hong_Kong,NULL,0.047334962,NULL,NULL,11.11111111,4.166666666,11.11111111,6.666666668,55.55555556,40,,
Wing Fat Printing Co Ltd,0633.HK^D09,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Peace Mark Holdings Ltd,0304.HK^G11,Hong_Kong,NULL,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",110.6382979,8.510638297,176.5957447,154.9019608,-47.87234043,-81.15384615,,
Fu Cheong International Hldg Ltd,0916.HK^F06,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
